Mine.Name,Product.Type,Product.Subtype,Coal.Brand,Quality.Metric,Value,Unit
Ordos Generic,Thermal,Bituminous,Ordos 5500,TM,5000,%
Ordos Generic,Thermal,Bituminous,Ordos 5500,TS,5000,%
Ordos Generic,Thermal,Bituminous,Ordos 5500,Vitrinite,5000,%
Ordos Generic,Thermal,Bituminous,Ordos 5500,VM,5000,%
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,AFT IDT Ox,5000,??C
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,Ash,5000,%
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,Cl2,5000,%
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,CSN,5000,Number
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,CSR,5000,Number
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,FC,5000,%
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,HGI,5000,Number
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,IM,5000,%
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,Max Fluid,5000,ddpm
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,N,5000,%
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,P,5000,%
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,Ro Max,5000,%
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,SE gad,5000,kcal/kg
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,SE gar,5000,kcal/kg
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,SE nar,5000,kcal/kg
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,TM,5000,%
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,TS,5000,%
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,Vitrinite,5000,%
Ordos Generic Surface ,Thermal,Bituminous,FOB 5500,VM,5000,%
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,AFT IDT Ox,5000,??C
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,Ash,5000,%
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,Cl2,5000,%
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,CSN,5000,Number
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,CSR,5000,Number
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,FC,5000,%
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,HGI,5000,Number
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,IM,5000,%
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,Max Fluid,5000,ddpm
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,N,5000,%
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,P,5000,%
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,Ro Max,5000,%
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,SE gad,5000,kcal/kg
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,SE gar,5000,kcal/kg
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,SE nar,5000,kcal/kg
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,TM,5000,%
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,TS,5000,%
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,Vitrinite,5000,%
Ordos Generic Surface ,Thermal,Bituminous,Ordos 5500,VM,5000,%
Ordos KSOE,Thermal,Bituminous,FOB 5500,AFT IDT Ox,5000,??C
Ordos KSOE,Thermal,Bituminous,FOB 5500,Ash,5000,%
Ordos KSOE,Thermal,Bituminous,FOB 5500,Cl2,5000,%
Ordos KSOE,Thermal,Bituminous,FOB 5500,CSN,5000,Number
Ordos KSOE,Thermal,Bituminous,FOB 5500,CSR,5000,Number
Ordos KSOE,Thermal,Bituminous,FOB 5500,FC,5000,%
Ordos KSOE,Thermal,Bituminous,FOB 5500,HGI,5000,Number
Ordos KSOE,Thermal,Bituminous,FOB 5500,IM,5000,%
Ordos KSOE,Thermal,Bituminous,FOB 5500,Max Fluid,5000,ddpm
Ordos KSOE,Thermal,Bituminous,FOB 5500,N,5000,%
Ordos KSOE,Thermal,Bituminous,FOB 5500,P,5000,%
Ordos KSOE,Thermal,Bituminous,FOB 5500,Ro Max,5000,%
Ordos KSOE,Thermal,Bituminous,FOB 5500,SE gad,5000,kcal/kg
Ordos KSOE,Thermal,Bituminous,FOB 5500,SE gar,5000,kcal/kg
Ordos KSOE,Thermal,Bituminous,FOB 5500,SE nar,5000,kcal/kg
Ordos KSOE,Thermal,Bituminous,FOB 5500,TM,5000,%
Ordos KSOE,Thermal,Bituminous,FOB 5500,TS,5000,%
Ordos KSOE,Thermal,Bituminous,FOB 5500,Vitrinite,5000,%
Ordos KSOE,Thermal,Bituminous,FOB 5500,VM,5000,%
Ordos KSOE,Thermal,Bituminous,Ordos 5500,AFT IDT Ox,5000,??C
Ordos KSOE,Thermal,Bituminous,Ordos 5500,Ash,5000,%
Ordos KSOE,Thermal,Bituminous,Ordos 5500,Cl2,5000,%
Ordos KSOE,Thermal,Bituminous,Ordos 5500,CSN,5000,Number
Ordos KSOE,Thermal,Bituminous,Ordos 5500,CSR,5000,Number
Ordos KSOE,Thermal,Bituminous,Ordos 5500,FC,5000,%
Ordos KSOE,Thermal,Bituminous,Ordos 5500,HGI,5000,Number
Ordos KSOE,Thermal,Bituminous,Ordos 5500,IM,5000,%
Ordos KSOE,Thermal,Bituminous,Ordos 5500,Max Fluid,5000,ddpm
Ordos KSOE,Thermal,Bituminous,Ordos 5500,N,5000,%
Ordos KSOE,Thermal,Bituminous,Ordos 5500,P,5000,%
Ordos KSOE,Thermal,Bituminous,Ordos 5500,Ro Max,5000,%
Ordos KSOE,Thermal,Bituminous,Ordos 5500,SE gad,5000,kcal/kg
Ordos KSOE,Thermal,Bituminous,Ordos 5500,SE gar,5000,kcal/kg
Ordos KSOE,Thermal,Bituminous,Ordos 5500,SE nar,5000,kcal/kg
Ordos KSOE,Thermal,Bituminous,Ordos 5500,TM,5000,%
Ordos KSOE,Thermal,Bituminous,Ordos 5500,TS,5000,%
Ordos KSOE,Thermal,Bituminous,Ordos 5500,Vitrinite,5000,%
Ordos KSOE,Thermal,Bituminous,Ordos 5500,VM,5000,%
Ordos KSOE Export,Thermal,Bituminous,International 6000,AFT IDT Ox,5000,??C
Ordos KSOE Export,Thermal,Bituminous,International 6000,Ash,5000,%
Ordos KSOE Export,Thermal,Bituminous,International 6000,Cl2,5000,%
Ordos KSOE Export,Thermal,Bituminous,International 6000,CSN,5000,Number
Ordos KSOE Export,Thermal,Bituminous,International 6000,CSR,5000,Number
Ordos KSOE Export,Thermal,Bituminous,International 6000,FC,5000,%
Ordos KSOE Export,Thermal,Bituminous,International 6000,HGI,5000,Number
Ordos KSOE Export,Thermal,Bituminous,International 6000,IM,5000,%
Ordos KSOE Export,Thermal,Bituminous,International 6000,Max Fluid,5000,ddpm
Ordos KSOE Export,Thermal,Bituminous,International 6000,N,5000,%
Ordos KSOE Export,Thermal,Bituminous,International 6000,P,5000,%
Ordos KSOE Export,Thermal,Bituminous,International 6000,Ro Max,5000,%
Ordos KSOE Export,Thermal,Bituminous,International 6000,SE gad,5000,kcal/kg
Ordos KSOE Export,Thermal,Bituminous,International 6000,SE gar,5000,kcal/kg
Ordos KSOE Export,Thermal,Bituminous,International 6000,SE nar,5000,kcal/kg
Ordos KSOE Export,Thermal,Bituminous,International 6000,TM,5000,%
Ordos KSOE Export,Thermal,Bituminous,International 6000,TS,5000,%
Ordos KSOE Export,Thermal,Bituminous,International 6000,Vitrinite,5000,%
Ordos KSOE Export,Thermal,Bituminous,International 6000,VM,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,AFT IDT Ox,5000,??C
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,Ash,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,Cl2,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,CSN,5000,Number
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,CSR,5000,Number
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,FC,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,HGI,5000,Number
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,IM,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,Max Fluid,5000,ddpm
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,N,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,P,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,Ro Max,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,SE gad,5000,kcal/kg
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,SE gar,5000,kcal/kg
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,SE nar,5000,kcal/kg
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,TM,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,TS,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,Vitrinite,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,FOB 5500,VM,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,AFT IDT Ox,5000,??C
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,Ash,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,Cl2,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,CSN,5000,Number
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,CSR,5000,Number
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,FC,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,HGI,5000,Number
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,IM,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,Max Fluid,5000,ddpm
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,N,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,P,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,Ro Max,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,SE gad,5000,kcal/kg
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,SE gar,5000,kcal/kg
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,SE nar,5000,kcal/kg
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,TM,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,TS,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,Vitrinite,5000,%
Ordos KSOE Surface ,Thermal,Bituminous,Ordos 5500,VM,5000,%
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,AFT IDT Ox,5000,??C
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,Ash,5000,%
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,Cl2,5000,%
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,CSN,5000,Number
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,CSR,5000,Number
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,FC,5000,%
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,HGI,5000,Number
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,IM,5000,%
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,Max Fluid,5000,ddpm
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,N,5000,%
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,P,5000,%
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,Ro Max,5000,%
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,SE gad,5000,kcal/kg
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,SE gar,5000,kcal/kg
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,SE nar,5000,kcal/kg
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,TM,5000,%
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,TS,5000,%
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,Vitrinite,5000,%
Ordos KSOE Surface_Jizhong Energy,Thermal,Bituminous,Ordos 5500,VM,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,AFT IDT Ox,5000,??C
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,Ash,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,Cl2,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,CSN,5000,Number
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,CSR,5000,Number
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,FC,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,HGI,5000,Number
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,IM,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,Max Fluid,5000,ddpm
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,N,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,P,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,Ro Max,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,SE gad,5000,kcal/kg
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,SE gar,5000,kcal/kg
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,SE nar,5000,kcal/kg
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,TM,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,TS,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,Vitrinite,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous External,VM,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,AFT IDT Ox,5000,??C
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,Ash,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,Cl2,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,CSN,5000,Number
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,CSR,5000,Number
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,FC,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,HGI,5000,Number
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,IM,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,Max Fluid,5000,ddpm
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,N,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,P,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,Ro Max,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,SE gad,5000,kcal/kg
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,SE gar,5000,kcal/kg
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,SE nar,5000,kcal/kg
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,TM,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,TS,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,Vitrinite,5000,%
Ordos KSOE Surface_MengDian HuaNeng,Thermal,Bituminous,MengDian Bituminous Internal,VM,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,AFT IDT Ox,5000,??C
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,Ash,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,Cl2,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,CSN,5000,Number
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,CSR,5000,Number
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,FC,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,HGI,5000,Number
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,IM,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,Max Fluid,5000,ddpm
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,N,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,P,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,Ro Max,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,SE gad,5000,kcal/kg
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,SE gar,5000,kcal/kg
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,SE nar,5000,kcal/kg
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,TM,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,TS,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,Vitrinite,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,FOB 5500,VM,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,AFT IDT Ox,5000,??C
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,Ash,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,Cl2,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,CSN,5000,Number
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,CSR,5000,Number
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,FC,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,HGI,5000,Number
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,IM,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,Max Fluid,5000,ddpm
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,N,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,P,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,Ro Max,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,SE gad,5000,kcal/kg
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,SE gar,5000,kcal/kg
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,SE nar,5000,kcal/kg
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,TM,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,TS,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,Vitrinite,5000,%
Ordos KSOE Surface_Shenhua,Thermal,Bituminous,Ordos 5500,VM,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,AFT IDT Ox,5000,??C
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,Ash,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,Cl2,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,CSN,5000,Number
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,CSR,5000,Number
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,FC,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,HGI,5000,Number
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,IM,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,Max Fluid,5000,ddpm
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,N,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,P,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,Ro Max,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,SE gad,5000,kcal/kg
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,SE gar,5000,kcal/kg
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,SE nar,5000,kcal/kg
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,TM,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,TS,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,Vitrinite,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,FOB 5500,VM,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,AFT IDT Ox,5000,??C
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,Ash,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,Cl2,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,CSN,5000,Number
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,CSR,5000,Number
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,FC,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,HGI,5000,Number
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,IM,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,Max Fluid,5000,ddpm
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,N,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,P,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,Ro Max,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,SE gad,5000,kcal/kg
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,SE gar,5000,kcal/kg
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,SE nar,5000,kcal/kg
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,TM,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,TS,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,Vitrinite,5000,%
Ordos KSOE_China Coal,Thermal,Bituminous,Ordos 5500,VM,5000,%
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,AFT IDT Ox,5000,??C
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,Ash,5000,%
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,Cl2,5000,%
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,CSN,5000,Number
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,CSR,5000,Number
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,FC,5000,%
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,HGI,5000,Number
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,IM,5000,%
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,Max Fluid,5000,ddpm
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,N,5000,%
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,P,5000,%
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,Ro Max,5000,%
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,SE gad,5000,kcal/kg
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,SE gar,5000,kcal/kg
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,SE nar,5000,kcal/kg
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,TM,5000,%
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,TS,5000,%
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,Vitrinite,5000,%
Ordos KSOE_Datong Coal,Thermal,Bituminous,Ordos 5500,VM,5000,%
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,AFT IDT Ox,5000,??C
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,Ash,5000,%
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,Cl2,5000,%
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,CSN,5000,Number
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,CSR,5000,Number
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,FC,5000,%
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,HGI,5000,Number
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,IM,5000,%
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,Max Fluid,5000,ddpm
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,N,5000,%
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,P,5000,%
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,Ro Max,5000,%
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,SE gad,5000,kcal/kg
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,SE gar,5000,kcal/kg
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,SE nar,5000,kcal/kg
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,TM,5000,%
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,TS,5000,%
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,Vitrinite,5000,%
Ordos KSOE_Haohua Energy,Thermal,Bituminous,Ordos 5500,VM,5000,%
Ordos KSOE_Jizhong Energy,Thermal,Bituminous,Ordos 5500,AFT IDT Ox,5000,??C
Ordos KSOE_Jizhong Energy,Thermal,Bituminous,Ordos 5500,Ash,5000,%
Ordos KSOE_Jizhong Energy,Thermal,Bituminous,Ordos 5500,Cl2,5000,%
