Mine.Name,Product.Type,Product.Subtype,Product.Market,Market.Type,Operating.Status,Year,Metric.Value..Real.
Hebei KSOE,Metallurgical,HCC,Domestic,Coastal,Operating,2025,100
Hebei KSOE,Metallurgical,SCC,Domestic,Coastal,Operating,2025,100
Hebei KSOE,Metallurgical,PCI,Domestic,Coastal,Operating,2025,100
Hebei KSOE,Metallurgical,HCC,Domestic,Non-coastal,Operating,2025,100
Hebei KSOE,Metallurgical,SCC,Domestic,Non-coastal,Operating,2025,100
Hebei KSOE,Metallurgical,PCI,Domestic,Non-coastal,Operating,2025,100
Hebei KSOE,Thermal,Bituminous,Domestic,Coastal,Operating,2025,100
Hebei KSOE,Thermal,Anthracite,Domestic,Coastal,Operating,2025,100
Hebei KSOE,Thermal,Bituminous,Domestic,Non-coastal,Operating,2025,100
Hebei KSOE,Thermal,Anthracite,Domestic,Non-coastal,Operating,2025,100
Hebei KSOE,Metallurgical,HCC,Domestic,Coastal,Operating,2026,100
Hebei KSOE,Metallurgical,SCC,Domestic,Coastal,Operating,2026,100
Hebei KSOE,Metallurgical,PCI,Domestic,Coastal,Operating,2026,100
Hebei KSOE,Metallurgical,HCC,Domestic,Non-coastal,Operating,2026,100
Hebei KSOE,Metallurgical,SCC,Domestic,Non-coastal,Operating,2026,100
Hebei KSOE,Metallurgical,PCI,Domestic,Non-coastal,Operating,2026,100
Hebei KSOE,Thermal,Bituminous,Domestic,Coastal,Operating,2026,100
Hebei KSOE,Thermal,Anthracite,Domestic,Coastal,Operating,2026,100
Hebei KSOE,Thermal,Bituminous,Domestic,Non-coastal,Operating,2026,100
Hebei KSOE,Thermal,Anthracite,Domestic,Non-coastal,Operating,2026,100
Hebei KSOE,Metallurgical,HCC,Domestic,Coastal,Operating,2027,100
Hebei KSOE,Metallurgical,SCC,Domestic,Coastal,Operating,2027,100
Hebei KSOE,Metallurgical,PCI,Domestic,Coastal,Operating,2027,100
Hebei KSOE,Metallurgical,HCC,Domestic,Non-coastal,Operating,2027,100
Hebei KSOE,Metallurgical,SCC,Domestic,Non-coastal,Operating,2027,100
Hebei KSOE,Metallurgical,PCI,Domestic,Non-coastal,Operating,2027,100
Hebei KSOE,Thermal,Bituminous,Domestic,Coastal,Operating,2027,100
Hebei KSOE,Thermal,Anthracite,Domestic,Coastal,Operating,2027,100
Hebei KSOE,Thermal,Bituminous,Domestic,Non-coastal,Operating,2027,100
Hebei KSOE,Thermal,Anthracite,Domestic,Non-coastal,Operating,2027,100
Hebei KSOE,Metallurgical,HCC,Domestic,Coastal,Operating,2028,100
Hebei KSOE,Metallurgical,SCC,Domestic,Coastal,Operating,2028,100
Hebei KSOE,Metallurgical,PCI,Domestic,Coastal,Operating,2028,100
Hebei KSOE,Metallurgical,HCC,Domestic,Non-coastal,Operating,2028,100
Hebei KSOE,Metallurgical,SCC,Domestic,Non-coastal,Operating,2028,100
Hebei KSOE,Metallurgical,PCI,Domestic,Non-coastal,Operating,2028,100
Hebei KSOE,Thermal,Bituminous,Domestic,Coastal,Operating,2028,100
Hebei KSOE,Thermal,Anthracite,Domestic,Coastal,Operating,2028,100
Hebei KSOE,Thermal,Bituminous,Domestic,Non-coastal,Operating,2028,100
Hebei KSOE,Thermal,Anthracite,Domestic,Non-coastal,Operating,2028,100
Hebei KSOE,Metallurgical,HCC,Domestic,Coastal,Operating,2029,100
Hebei KSOE,Metallurgical,SCC,Domestic,Coastal,Operating,2029,100
Hebei KSOE,Metallurgical,PCI,Domestic,Coastal,Operating,2029,100
Hebei KSOE,Metallurgical,HCC,Domestic,Non-coastal,Operating,2029,100
Hebei KSOE,Metallurgical,SCC,Domestic,Non-coastal,Operating,2029,100
Hebei KSOE,Metallurgical,PCI,Domestic,Non-coastal,Operating,2029,100
Hebei KSOE,Thermal,Bituminous,Domestic,Coastal,Operating,2029,100
Hebei KSOE,Thermal,Anthracite,Domestic,Coastal,Operating,2029,100
Hebei KSOE,Thermal,Bituminous,Domestic,Non-coastal,Operating,2029,100
Hebei KSOE,Thermal,Anthracite,Domestic,Non-coastal,Operating,2029,100
Hebei KSOE,Metallurgical,HCC,Domestic,Coastal,Operating,2030,100
Hebei KSOE,Metallurgical,SCC,Domestic,Coastal,Operating,2030,100
Hebei KSOE,Metallurgical,PCI,Domestic,Coastal,Operating,2030,100
Hebei KSOE,Metallurgical,HCC,Domestic,Non-coastal,Operating,2030,100
Hebei KSOE,Metallurgical,SCC,Domestic,Non-coastal,Operating,2030,100
Hebei KSOE,Metallurgical,PCI,Domestic,Non-coastal,Operating,2030,100
Hebei KSOE,Thermal,Bituminous,Domestic,Coastal,Operating,2030,100
Hebei KSOE,Thermal,Anthracite,Domestic,Coastal,Operating,2030,100
Hebei KSOE,Thermal,Bituminous,Domestic,Non-coastal,Operating,2030,100
Hebei KSOE,Thermal,Anthracite,Domestic,Non-coastal,Operating,2030,100
Shandong KSOE,Metallurgical,HCC,Domestic,Coastal,Operating,2015,100
Shandong KSOE,Metallurgical,SCC,Domestic,Coastal,Operating,2015,100
Shandong KSOE,Metallurgical,HCC,Domestic,Non-coastal,Operating,2015,100
Shandong KSOE,Metallurgical,SCC,Domestic,Non-coastal,Operating,2015,100
Shandong KSOE,Thermal,Bituminous,Domestic,Coastal,Operating,2015,100
Shandong KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2023,100
Shandong KSOE export,Thermal,Bituminous,Export,Seaborne,Operating,2023,100
Shandong KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2024,100
Shandong KSOE export,Thermal,Bituminous,Export,Seaborne,Operating,2024,100
Shandong KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2025,100
Shandong KSOE export,Thermal,Bituminous,Export,Seaborne,Operating,2025,100
Shandong KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2026,100
Shandong KSOE export,Thermal,Bituminous,Export,Seaborne,Operating,2026,100
Shandong KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2027,100
Shandong KSOE export,Thermal,Bituminous,Export,Seaborne,Operating,2027,100
Shandong Other Mines,Metallurgical,SCC,Domestic,Coastal,Operating,2019,100
Shandong Other Mines,Metallurgical,HCC,Domestic,Non-coastal,Operating,2019,100
Shandong Other Mines,Metallurgical,SCC,Domestic,Non-coastal,Operating,2019,100
Shandong Other Mines,Thermal,Bituminous,Domestic,Coastal,Operating,2019,100
Shandong Other Mines,Thermal,Bituminous,Domestic,Non-coastal,Operating,2019,100
Shandong Other Mines,Metallurgical,HCC,Domestic,Coastal,Operating,2020,100
Shandong Other Mines,Metallurgical,SCC,Domestic,Coastal,Operating,2020,100
Shandong Other Mines,Metallurgical,HCC,Domestic,Non-coastal,Operating,2020,100
Shandong Other Mines,Metallurgical,SCC,Domestic,Non-coastal,Operating,2020,100
Shandong Other Mines,Thermal,Bituminous,Domestic,Coastal,Operating,2020,100
Shanxi (East) KSOE,Thermal,Anthracite,Domestic,Coastal,Operating,2030,100
Shanxi (East) KSOE,Thermal,Bituminous,Domestic,Non-coastal,Operating,2030,100
Shanxi (East) KSOE,Thermal,Anthracite,Domestic,Non-coastal,Operating,2030,100
Shanxi (East) other mines,Thermal,Bituminous,Domestic,Non-coastal,Operating,2027,100
Shanxi (East) other mines,Thermal,Anthracite,Domestic,Non-coastal,Operating,2027,100
Shanxi (East) other mines,Metallurgical,HCC,Domestic,Coastal,Operating,2028,100
Shanxi (East) other mines,Metallurgical,SCC,Domestic,Coastal,Operating,2028,100
Shanxi (East) other mines,Metallurgical,PCI,Domestic,Coastal,Operating,2028,100
Shanxi (East) other mines,Metallurgical,HCC,Domestic,Non-coastal,Operating,2028,100
Shanxi (East) other mines,Metallurgical,SCC,Domestic,Non-coastal,Operating,2028,100
Shanxi (East) other mines,Metallurgical,PCI,Domestic,Non-coastal,Operating,2028,100
Shanxi (East) other mines,Thermal,Bituminous,Domestic,Coastal,Operating,2028,100
Shanxi (East) other mines,Thermal,Anthracite,Domestic,Coastal,Operating,2028,100
Shandong KSOE,Thermal,Bituminous,Domestic,Non-coastal,Operating,2015,100
Shandong KSOE,Metallurgical,HCC,Domestic,Coastal,Operating,2016,100
Shandong KSOE,Metallurgical,SCC,Domestic,Coastal,Operating,2016,100
Shandong KSOE,Metallurgical,HCC,Domestic,Non-coastal,Operating,2016,100
Shandong KSOE,Metallurgical,SCC,Domestic,Non-coastal,Operating,2016,100
Shandong KSOE,Thermal,Bituminous,Domestic,Coastal,Operating,2016,100
Shandong KSOE,Thermal,Bituminous,Domestic,Non-coastal,Operating,2016,100
Shandong KSOE,Metallurgical,HCC,Domestic,Coastal,Operating,2017,100
Shandong KSOE,Metallurgical,SCC,Domestic,Coastal,Operating,2017,100
Shandong KSOE,Metallurgical,HCC,Domestic,Non-coastal,Operating,2017,100
Shandong KSOE,Metallurgical,SCC,Domestic,Non-coastal,Operating,2017,100
Shandong KSOE,Thermal,Bituminous,Domestic,Coastal,Operating,2017,100
Shandong KSOE,Thermal,Bituminous,Domestic,Non-coastal,Operating,2017,100
Shandong KSOE,Metallurgical,HCC,Domestic,Coastal,Operating,2018,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,HCC,Export,Landborne,Operating,2015,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,SCC,Export,Landborne,Operating,2015,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Export,Landborne,Operating,2015,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Domestic,Landborne,Operating,2015,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,HCC,Export,Landborne,Operating,2016,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,SCC,Export,Landborne,Operating,2016,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Export,Landborne,Operating,2016,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Domestic,Landborne,Operating,2016,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,HCC,Export,Landborne,Operating,2017,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,SCC,Export,Landborne,Operating,2017,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Export,Landborne,Operating,2017,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Domestic,Landborne,Operating,2017,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,HCC,Export,Landborne,Operating,2018,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,SCC,Export,Landborne,Operating,2018,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Export,Landborne,Operating,2018,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Domestic,Landborne,Operating,2018,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,HCC,Export,Landborne,Operating,2019,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,SCC,Export,Landborne,Operating,2019,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Export,Landborne,Operating,2019,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Domestic,Landborne,Operating,2019,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,HCC,Export,Landborne,Operating,2020,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,SCC,Export,Landborne,Operating,2020,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Export,Landborne,Operating,2020,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Domestic,Landborne,Operating,2020,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,HCC,Export,Landborne,Operating,2021,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,SCC,Export,Landborne,Operating,2021,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Export,Landborne,Operating,2021,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Domestic,Landborne,Operating,2021,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,HCC,Export,Landborne,Operating,2022,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,SCC,Export,Landborne,Operating,2022,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Export,Landborne,Operating,2022,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Domestic,Landborne,Operating,2022,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,HCC,Export,Landborne,Operating,2023,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,SCC,Export,Landborne,Operating,2023,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Export,Landborne,Operating,2023,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Domestic,Landborne,Operating,2023,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,HCC,Export,Landborne,Operating,2024,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,SCC,Export,Landborne,Operating,2024,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Export,Landborne,Operating,2024,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Domestic,Landborne,Operating,2024,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,HCC,Export,Landborne,Operating,2025,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,SCC,Export,Landborne,Operating,2025,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Export,Landborne,Operating,2025,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Domestic,Landborne,Operating,2025,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,HCC,Export,Landborne,Operating,2026,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,SCC,Export,Landborne,Operating,2026,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Export,Landborne,Operating,2026,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Domestic,Landborne,Operating,2026,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,HCC,Export,Landborne,Operating,2027,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,SCC,Export,Landborne,Operating,2027,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Export,Landborne,Operating,2027,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Domestic,Landborne,Operating,2027,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,HCC,Export,Landborne,Operating,2028,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,SCC,Export,Landborne,Operating,2028,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Export,Landborne,Operating,2028,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Domestic,Landborne,Operating,2028,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,HCC,Export,Landborne,Operating,2029,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,SCC,Export,Landborne,Operating,2029,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Export,Landborne,Operating,2029,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Domestic,Landborne,Operating,2029,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,HCC,Export,Landborne,Operating,2030,100
West Tsankhi (New Tavan Tolgoi),Metallurgical,SCC,Export,Landborne,Operating,2030,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Export,Landborne,Operating,2030,100
West Tsankhi (New Tavan Tolgoi),Thermal,Bituminous,Domestic,Landborne,Operating,2030,100
Shandong KSOE,Metallurgical,SCC,Domestic,Coastal,Operating,2018,100
Shandong KSOE,Metallurgical,HCC,Domestic,Non-coastal,Operating,2018,100
Shandong KSOE,Metallurgical,SCC,Domestic,Non-coastal,Operating,2018,100
Shandong KSOE,Thermal,Bituminous,Domestic,Coastal,Operating,2018,100
Shandong KSOE,Thermal,Bituminous,Domestic,Non-coastal,Operating,2018,100
Shandong KSOE,Metallurgical,HCC,Domestic,Coastal,Operating,2019,100
Shandong KSOE,Metallurgical,SCC,Domestic,Coastal,Operating,2019,100
Hebei KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2015,100
Hebei KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2016,100
Hebei KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2017,100
Hebei KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2018,100
Hebei KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2019,100
Hebei KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2020,100
Hebei KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2021,100
Hebei KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2022,100
Hebei KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2023,100
Hebei KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2024,100
Hebei KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2025,100
Hebei KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2026,100
Hebei KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2027,100
Hebei KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2028,100
Hebei KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2029,100
Hebei KSOE export,Metallurgical,HCC,Export,Seaborne,Operating,2030,100
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Domestic,Non-coastal,Operating,2015,100
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Domestic,Non-coastal,Operating,2015,100
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Domestic,Non-coastal,Operating,2016,100
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Domestic,Non-coastal,Operating,2016,100
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Domestic,Non-coastal,Operating,2017,100
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Domestic,Non-coastal,Operating,2017,100
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Domestic,Non-coastal,Operating,2018,100
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Domestic,Non-coastal,Operating,2018,100
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Domestic,Non-coastal,Operating,2019,100
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Domestic,Non-coastal,Operating,2019,100
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Domestic,Non-coastal,Operating,2020,100
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Domestic,Non-coastal,Operating,2020,100
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Domestic,Non-coastal,Operating,2021,100
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Domestic,Non-coastal,Operating,2021,100
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Domestic,Non-coastal,Operating,2022,100
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Domestic,Non-coastal,Operating,2022,100
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Domestic,Non-coastal,Operating,2023,100
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Domestic,Non-coastal,Operating,2023,100
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Domestic,Non-coastal,Operating,2024,100
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Domestic,Non-coastal,Operating,2024,100
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Domestic,Non-coastal,Operating,2025,100
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Domestic,Non-coastal,Operating,2025,100
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Domestic,Non-coastal,Operating,2026,100
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Domestic,Non-coastal,Operating,2026,100
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Domestic,Non-coastal,Operating,2027,100
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Domestic,Non-coastal,Operating,2027,100
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Domestic,Non-coastal,Operating,2028,100
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Domestic,Non-coastal,Operating,2028,100
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Domestic,Non-coastal,Operating,2029,100
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Domestic,Non-coastal,Operating,2029,100
Hebei KSOE_Kailuan Energy,Metallurgical,HCC,Domestic,Non-coastal,Operating,2030,100
Hebei KSOE_Kailuan Energy,Thermal,Bituminous,Domestic,Non-coastal,Operating,2030,100
Shanxi (West) KSOE,Metallurgical,SCC,Domestic,Non-coastal,Operating,2015,100
Shanxi (West) KSOE,Metallurgical,PCI,Domestic,Non-coastal,Operating,2015,100
Shanxi (West) KSOE,Thermal,Bituminous,Domestic,Coastal,Operating,2015,100
Shanxi (West) KSOE,Thermal,Anthracite,Domestic,Coastal,Operating,2015,100
Shanxi (West) KSOE,Thermal,Bituminous,Domestic,Non-coastal,Operating,2015,100
Shanxi (West) KSOE,Thermal,Anthracite,Domestic,Non-coastal,Operating,2015,100
Shanxi (West) KSOE,Metallurgical,HCC,Domestic,Coastal,Operating,2016,100
Shanxi (West) KSOE,Metallurgical,SCC,Domestic,Coastal,Operating,2016,100
Shanxi (West) KSOE,Metallurgical,PCI,Domestic,Coastal,Operating,2016,100
Shanxi (West) KSOE,Metallurgical,HCC,Domestic,Non-coastal,Operating,2016,100
Shanxi (West) KSOE,Metallurgical,SCC,Domestic,Non-coastal,Operating,2016,100
Shanxi (West) KSOE,Metallurgical,PCI,Domestic,Non-coastal,Operating,2016,100
Shanxi (West) KSOE,Thermal,Bituminous,Domestic,Coastal,Operating,2016,100
Shanxi (West) KSOE,Thermal,Anthracite,Domestic,Coastal,Operating,2016,100
Hebei Other Mines,Metallurgical,HCC,Domestic,Coastal,Operating,2015,100
Hebei Other Mines,Metallurgical,SCC,Domestic,Coastal,Operating,2015,100
Hebei Other Mines,Metallurgical,PCI,Domestic,Coastal,Operating,2015,100
Hebei Other Mines,Metallurgical,HCC,Domestic,Non-coastal,Operating,2015,100
Hebei Other Mines,Metallurgical,SCC,Domestic,Non-coastal,Operating,2015,100
Hebei Other Mines,Metallurgical,PCI,Domestic,Non-coastal,Operating,2015,100
Hebei Other Mines,Thermal,Bituminous,Domestic,Coastal,Operating,2015,100
Hebei Other Mines,Thermal,Anthracite,Domestic,Coastal,Operating,2015,100
Hebei Other Mines,Thermal,Bituminous,Domestic,Non-coastal,Operating,2015,100
Hebei Other Mines,Thermal,Anthracite,Domestic,Non-coastal,Operating,2015,100
Hebei Other Mines,Metallurgical,HCC,Domestic,Coastal,Operating,2016,100
Hebei Other Mines,Metallurgical,SCC,Domestic,Coastal,Operating,2016,100
Hebei Other Mines,Metallurgical,PCI,Domestic,Coastal,Operating,2016,100
Hebei Other Mines,Metallurgical,HCC,Domestic,Non-coastal,Operating,2016,100
Hebei Other Mines,Metallurgical,SCC,Domestic,Non-coastal,Operating,2016,100
Hebei Other Mines,Metallurgical,PCI,Domestic,Non-coastal,Operating,2016,100
Hebei Other Mines,Thermal,Bituminous,Domestic,Coastal,Operating,2016,100
Hebei Other Mines,Thermal,Anthracite,Domestic,Coastal,Operating,2016,100
Hebei Other Mines,Thermal,Bituminous,Domestic,Non-coastal,Operating,2016,100
Hebei Other Mines,Thermal,Anthracite,Domestic,Non-coastal,Operating,2016,100
Hebei Other Mines,Metallurgical,HCC,Domestic,Coastal,Operating,2017,100
Hebei Other Mines,Metallurgical,SCC,Domestic,Coastal,Operating,2017,100
Hebei Other Mines,Metallurgical,PCI,Domestic,Coastal,Operating,2017,100
Hebei Other Mines,Metallurgical,HCC,Domestic,Non-coastal,Operating,2017,100
Hebei Other Mines,Metallurgical,SCC,Domestic,Non-coastal,Operating,2017,100
Hebei Other Mines,Metallurgical,PCI,Domestic,Non-coastal,Operating,2017,100
Hebei Other Mines,Thermal,Bituminous,Domestic,Coastal,Operating,2017,100
Hebei Other Mines,Thermal,Anthracite,Domestic,Coastal,Operating,2017,100
Hebei Other Mines,Thermal,Bituminous,Domestic,Non-coastal,Operating,2017,100
Hebei Other Mines,Thermal,Anthracite,Domestic,Non-coastal,Operating,2017,100
Hebei Other Mines,Metallurgical,HCC,Domestic,Coastal,Operating,2018,100
Hebei Other Mines,Metallurgical,SCC,Domestic,Coastal,Operating,2018,100
Hebei Other Mines,Metallurgical,PCI,Domestic,Coastal,Operating,2018,100
Hebei Other Mines,Metallurgical,HCC,Domestic,Non-coastal,Operating,2018,100
Hebei Other Mines,Metallurgical,SCC,Domestic,Non-coastal,Operating,2018,100
Hebei Other Mines,Metallurgical,PCI,Domestic,Non-coastal,Operating,2018,100
Hebei Other Mines,Thermal,Bituminous,Domestic,Coastal,Operating,2018,100
Hebei Other Mines,Thermal,Anthracite,Domestic,Coastal,Operating,2018,100
Hebei Other Mines,Thermal,Bituminous,Domestic,Non-coastal,Operating,2018,100
Hebei Other Mines,Thermal,Anthracite,Domestic,Non-coastal,Operating,2018,100
Hebei Other Mines,Metallurgical,HCC,Domestic,Coastal,Operating,2019,100
Hebei Other Mines,Metallurgical,SCC,Domestic,Coastal,Operating,2019,100
Hebei Other Mines,Metallurgical,PCI,Domestic,Coastal,Operating,2019,100
Hebei Other Mines,Metallurgical,HCC,Domestic,Non-coastal,Operating,2019,100
Hebei Other Mines,Metallurgical,SCC,Domestic,Non-coastal,Operating,2019,100
Hebei Other Mines,Metallurgical,PCI,Domestic,Non-coastal,Operating,2019,100
Hebei Other Mines,Thermal,Bituminous,Domestic,Coastal,Operating,2019,100
Hebei Other Mines,Thermal,Anthracite,Domestic,Coastal,Operating,2019,100
Hebei Other Mines,Thermal,Bituminous,Domestic,Non-coastal,Operating,2019,100
Hebei Other Mines,Thermal,Anthracite,Domestic,Non-coastal,Operating,2019,100
Hebei Other Mines,Metallurgical,HCC,Domestic,Coastal,Operating,2020,100
Hebei Other Mines,Metallurgical,SCC,Domestic,Coastal,Operating,2020,100
Hebei Other Mines,Metallurgical,PCI,Domestic,Coastal,Operating,2020,100
Hebei Other Mines,Metallurgical,HCC,Domestic,Non-coastal,Operating,2020,100
Hebei Other Mines,Metallurgical,SCC,Domestic,Non-coastal,Operating,2020,100
Hebei Other Mines,Metallurgical,PCI,Domestic,Non-coastal,Operating,2020,100
Hebei Other Mines,Thermal,Bituminous,Domestic,Coastal,Operating,2020,100
Hebei Other Mines,Thermal,Anthracite,Domestic,Coastal,Operating,2020,100
Hebei Other Mines,Thermal,Bituminous,Domestic,Non-coastal,Operating,2020,100
Hebei Other Mines,Thermal,Anthracite,Domestic,Non-coastal,Operating,2020,100
Hebei Other Mines,Metallurgical,HCC,Domestic,Coastal,Operating,2021,100
Hebei Other Mines,Metallurgical,SCC,Domestic,Coastal,Operating,2021,100
Hebei Other Mines,Metallurgical,PCI,Domestic,Coastal,Operating,2021,100
Hebei Other Mines,Metallurgical,HCC,Domestic,Non-coastal,Operating,2021,100
Hebei Other Mines,Metallurgical,SCC,Domestic,Non-coastal,Operating,2021,100
Hebei Other Mines,Metallurgical,PCI,Domestic,Non-coastal,Operating,2021,100
Hebei Other Mines,Thermal,Bituminous,Domestic,Coastal,Operating,2021,100
Hebei Other Mines,Thermal,Anthracite,Domestic,Coastal,Operating,2021,100
Hebei Other Mines,Thermal,Bituminous,Domestic,Non-coastal,Operating,2021,100
Hebei Other Mines,Thermal,Anthracite,Domestic,Non-coastal,Operating,2021,100
Hebei Other Mines,Metallurgical,HCC,Domestic,Coastal,Operating,2022,100
Hebei Other Mines,Metallurgical,SCC,Domestic,Coastal,Operating,2022,100
Hebei Other Mines,Metallurgical,PCI,Domestic,Coastal,Operating,2022,100
Hebei Other Mines,Metallurgical,HCC,Domestic,Non-coastal,Operating,2022,100
Hebei Other Mines,Metallurgical,SCC,Domestic,Non-coastal,Operating,2022,100
Hebei Other Mines,Metallurgical,PCI,Domestic,Non-coastal,Operating,2022,100
Hebei Other Mines,Thermal,Bituminous,Domestic,Coastal,Operating,2022,100
Hebei Other Mines,Thermal,Anthracite,Domestic,Coastal,Operating,2022,100
